point_id,Morphology,Size,Class2,Type,Detail,Type2,Sample,No,Group,Year,Month,Day,Event
5,irregular,2.37,2.5,Mineral,,Mineral,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
6,irregular,2.33,2.5,Carbonaceous,Mineral,Carbonaceous,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
7,irregular,5.33,4,Mineral,,Mineral,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
8,cluster,1.09,2.5,Carbonaceous,Mineral,Carbonaceous,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
9,irregular,2.05,2.5,Carbonaceous,Mineral,Carbonaceous,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
10,spherical,1.57,2.5,N-rich,,N-rich,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
11,irregular,1.86,2.5,Mineral,,Mineral,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
12,irregular,2.08,2.5,Flourine compound,,Others,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
13,irregular,1.25,2.5,Mineral,,Mineral,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
14,irregular,2.51,4,Carbonaceous,N-rich,Carbonaceous,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
15,spherical,2.1,2.5,Mineral,,Mineral,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
16,irregular,2.19,2.5,Carbonaceous,Mineral,Carbonaceous,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
17,spherical,1.52,2.5,Fly ash,,Others,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
18,irregular,2.21,2.5,Mineral,,Mineral,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
19,irregular,0.745,1,Mineral,,Mineral,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
20,irregular,2.97,4,Carbonaceous,N-rich,Carbonaceous,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
21,cluster,0.812,1,Carbonaceous,Mineral,Carbonaceous,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
22,irregular,1.09,2.5,Carbonaceous,Mineral,Carbonaceous,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
23,irregular,1.51,2.5,Mineral,,Mineral,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
24,irregular,1.02,2.5,Calcium Sulfate,,Others,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
25,irregular,1.44,2.5,Carbonaceous,N-rich,Carbonaceous,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
26,irregular,1.38,2.5,N-rich,,N-rich,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
27,irregular,2.7,4,Carbonaceous,Mineral,Carbonaceous,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
28,irregular,2.65,4,Calcium Sulfate,,Others,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
29,irregular,2.04,2.5,Mineral,,Mineral,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
30,spherical,1.1,2.5,Mineral,,Mineral,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
31,irregular,2.2,2.5,Mineral,,Mineral,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
32,cluster,2.33,2.5,Carbonaceous,Mineral,Carbonaceous,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
33,irregular,1.92,2.5,Mineral,,Mineral,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
34,irregular,2.09,2.5,Carbonaceous,Mineral,Carbonaceous,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
35,cluster,1.26,2.5,Mineral,,Mineral,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
36,irregular,1.18,2.5,Mineral,,Mineral,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
37,cluster,2.14,2.5,Carbonaceous,Mineral,Carbonaceous,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
38,spherical,1.01,2.5,Mineral,,Mineral,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
39,irregular,1.21,2.5,B-rich,,Others,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
40,irregular,1.07,2.5,Mineral,,Mineral,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
41,irregular,1.94,2.5,Carbonaceous,Fluorine compound,Carbonaceous,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
42,irregular,1.75,2.5,Mineral,,Mineral,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
43,irregular,1.09,2.5,Mineral,,Mineral,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
44,irregular,1.18,2.5,Carbonaceous,Fluorine compound,Carbonaceous,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
45,irregular,4.66,4,N-rich,,N-rich,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
46,spherical,1.61,2.5,Mineral,,Mineral,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
47,irregular,2.29,2.5,Mineral,,Mineral,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
48,cluster,2.45,2.5,Carbonaceous,Mineral,Carbonaceous,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
49,cluster,2.11,2.5,Carbonaceous,Mineral,Carbonaceous,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
50,irregular,1.76,2.5,Mineral,,Mineral,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
1,cluster,2.35,2.5,N-rich,,N-rich,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
2,spherical,0.456,1,Fe-rich,,Fe-rich,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
3,irregular,1.9,2.5,N-rich,,N-rich,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
4,irregular,1.44,2.5,Carbonaceous,N-rich,Carbonaceous,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
5,irregular,2.8,4,Carbonaceous,Transition metal,Carbonaceous,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
6,irregular,2.07,2.5,Mineral,,Mineral,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
7,irregular,1.24,2.5,Carbonaceous,N-rich,Carbonaceous,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
8,cluster,2.53,4,Carbonaceous,N-rich,Carbonaceous,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
9,cluster,2.18,2.5,N-rich,,N-rich,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
10,irregular,1.19,2.5,Fe-rich,,Fe-rich,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
11,irregular,1.22,2.5,Carbonaceous,N-rich,Carbonaceous,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
12,cluster,2.14,2.5,Carbonaceous,N-rich,Carbonaceous,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
13,irregular,1.95,2.5,Carbonaceous,N-rich,Carbonaceous,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
14,cluster,1.45,2.5,Carbonaceous,Calcium sulfate,Carbonaceous,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
15,irregular,1.26,2.5,Carbonaceous,Mineral,Carbonaceous,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
16,spherical,1.8,2.5,Fe-rich,,Fe-rich,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
17,irregular,1.39,2.5,N-rich,,N-rich,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
18,irregular,2.05,2.5,N-rich,,N-rich,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
19,cluster,2.96,4,N-rich,,N-rich,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
20,irregular,2.12,2.5,N-rich,,N-rich,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
21,cluster,2.4,2.5,Carbonaceous,N-rich,Carbonaceous,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
22,cluster,1.1,2.5,N-rich,,N-rich,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
23,irregular,1.49,2.5,N-rich,,N-rich,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
24,irregular,0.794,1,N-rich,,N-rich,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
25,irregular,1.48,2.5,N-rich,,N-rich,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
26,irregular,1.16,2.5,N-rich,,N-rich,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
27,irregular,1.54,2.5,N-rich,,N-rich,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
28,irregular,1.86,2.5,Calcium Sulfate,,Others,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
29,irregular,1.91,2.5,Calcium Sulfate,,Others,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
30,irregular,0.908,1,Mineral,,Mineral,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
31,irregular,1.3,2.5,Fe-rich,,Fe-rich,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
32,irregular,0.981,1,N-rich,,N-rich,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
33,irregular,2.25,2.5,N-rich,,N-rich,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
34,irregular,1.05,2.5,Fe-rich,,Fe-rich,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
35,irregular,3.12,4,N-rich,,N-rich,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
36,cluster,1.31,2.5,N-rich,,N-rich,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
37,irregular,1.3,2.5,N-rich,,N-rich,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
38,spherical,1.07,2.5,Carbonaceous,N-rich,Carbonaceous,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
39,irregular,2.27,2.5,N-rich,,N-rich,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
40,irregular,0.61,1,N-rich,,N-rich,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
41,irregular,1.11,2.5,Carbonaceous,N-rich,Carbonaceous,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
42,irregular,1.45,2.5,N-rich,,N-rich,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
43,irregular,2.38,2.5,Mineral,,Mineral,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
44,spherical,1.39,2.5,Carbonaceous,N-rich,Carbonaceous,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
45,irregular,1.89,2.5,N-rich,,N-rich,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
46,irregular,1.37,2.5,Transition metal,,Transition metal,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
47,irregular,0.703,1,N-rich,,N-rich,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
48,irregular,2.04,2.5,N-rich,,N-rich,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
49,irregular,1.86,2.5,Ca-rich,,Others,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
50,irregular,1.07,2.5,S-rich,,Others,"5. Seoul (12.22, event)",5,Seoul,2020,12,22,Event
1,irregular,2.54,4,Carbonaceous,Mineral,Carbonaceous,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
2,irregular,1.17,2.5,Transition metal,,Transition metal,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
3,irregular,1.12,2.5,Mineral,,Mineral,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
4,irregular,2.54,4,Mineral,,Mineral,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
5,irregular,1.91,2.5,Mineral,,Mineral,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
6,irregular,2.87,4,Mineral,,Mineral,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
7,cluster,2.49,2.5,Mineral,,Mineral,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
8,irregular,1.5,2.5,Carbonaceous,Mineral,Carbonaceous,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
9,irregular,1.02,2.5,Mineral,,Mineral,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
10,irregular,1.19,2.5,Mineral,,Mineral,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
11,irregular,1.04,2.5,Calcium Sulfate,,Others,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
12,irregular,1.17,2.5,Mineral,,Mineral,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
13,cluster,0.881,1,Mineral,,Mineral,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
14,irregular,1.44,2.5,N-rich,,N-rich,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
15,cluster,0.171,1,Carbonaceous,N-rich,Carbonaceous,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
16,irregular,1.95,2.5,N-rich,,N-rich,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
17,irregular,2.24,2.5,Mineral,,Mineral,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
18,irregular,2.75,4,Mineral,,Mineral,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
19,irregular,1.04,2.5,Mineral,,Mineral,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
20,irregular,1.38,2.5,Mineral,,Mineral,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
21,irregular,0.967,1,Mineral,,Mineral,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
22,irregular,1.91,2.5,N-rich,,N-rich,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
23,irregular,0.903,1,Mineral,,Mineral,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
24,irregular,2.64,4,Mineral,,Mineral,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
25,irregular,1.5,2.5,Mineral,,Mineral,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
26,irregular,0.49,1,S-rich,,Others,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
27,irregular,0.536,1,sulfate,,Others,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
28,irregular,0.989,1,sulfate,,Others,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
29,irregular,1.61,2.5,Carbonaceous,Mineral,Carbonaceous,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
30,irregular,0.922,1,Mineral,,Mineral,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
31,irregular,1.75,2.5,Mineral,,Mineral,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
32,irregular,1.7,2.5,Mineral,,Mineral,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
33,irregular,1.38,2.5,Mineral,,Mineral,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
34,irregular,1.33,2.5,Mineral,,Mineral,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
35,irregular,0.848,1,N-rich,,N-rich,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
36,irregular,1.38,2.5,Mineral,,Mineral,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
37,irregular,1.82,2.5,Mineral,,Mineral,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
38,irregular,1.91,2.5,Mineral,,Mineral,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
39,irregular,2.63,4,Mineral,,Mineral,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
40,irregular,1.04,2.5,Mineral,,Mineral,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
41,irregular,1.48,2.5,Mineral,,Mineral,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
42,irregular,1.69,2.5,Mineral,,Mineral,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
43,irregular,1.24,2.5,Mineral,,Mineral,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
44,irregular,2.47,2.5,Mineral,,Mineral,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
45,irregular,1.39,2.5,Calcium Sulfate,,Others,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
46,irregular,1.61,2.5,Carbonaceous,Flourine compound,Carbonaceous,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
47,irregular,2.45,2.5,Mineral,,Mineral,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
48,irregular,2.31,2.5,Mineral,,Mineral,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
49,irregular,1.89,2.5,Flourine compound,,Others,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
50,irregular,1.08,2.5,Mineral,,Mineral,"6. Beijing (12.22, event)",6,Beijing,2020,12,22,Event
1,spherical,1.01,2.5,Carbonaceous,Mineral,Carbonaceous,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
2,spherical,0.928,1,Carbonaceous,Mineral,Carbonaceous,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
3,irregular,1.66,2.5,Carbonaceous,N-rich,Carbonaceous,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
4,cluster,2.36,2.5,Carbonaceous,N-rich,Carbonaceous,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
5,irregular,2.12,2.5,Carbonaceous,N-rich,Carbonaceous,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
6,spherical,1.73,2.5,Mineral,,Mineral,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
7,irregular,1.18,2.5,Carbonaceous,N-rich,Carbonaceous,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
8,cluster,1.79,2.5,Carbonaceous,Calcium sulfate,Carbonaceous,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
9,irregular,1.47,2.5,N-rich,,N-rich,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
10,spherical,1.19,2.5,Mineral,,Mineral,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
11,irregular,1.78,2.5,Flourine compound,,Others,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
12,irregular,1.38,2.5,N-rich,,N-rich,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
13,irregular,0.85,1,Carbonaceous,N-rich,Carbonaceous,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
14,irregular,2.1,2.5,N-rich,,N-rich,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
15,irregular,0.744,1,Carbonaceous,N-rich,Carbonaceous,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
16,spherical,0.946,1,Mineral,,Mineral,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
17,irregular,1.25,2.5,Carbonaceous,N-rich,Carbonaceous,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
18,irregular,0.474,1,N-rich,,N-rich,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
19,cluster,1.61,2.5,Carbonaceous,N-rich,Carbonaceous,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
20,irregular,0.814,1,Carbonaceous,N-rich,Carbonaceous,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
21,irregular,0.84,1,Carbonaceous,N-rich,Carbonaceous,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
22,irregular,0.95,1,Carbonaceous,N-rich,Carbonaceous,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
23,irregular,0.569,1,Carbonaceous,N-rich,Carbonaceous,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
24,irregular,0.73,1,Carbonaceous,N-rich,Carbonaceous,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
25,cluster,0.492,1,Carbonaceous,N-rich,Carbonaceous,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
26,irregular,0.973,1,N-rich,,N-rich,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
27,spherical,1.14,2.5,Carbonaceous,N-rich,Carbonaceous,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
28,irregular,1.45,2.5,N-rich,,N-rich,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
29,irregular,1.54,2.5,Carbonaceous,N-rich,Carbonaceous,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
30,cluster,1.75,2.5,sulfate,,Others,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
31,spherical,0.941,1,Mineral,,Mineral,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
32,irregular,2.12,2.5,N-rich,,N-rich,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
33,spherical,1.29,2.5,Mineral,,Mineral,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
34,cluster,0.844,1,Carbonaceous,N-rich,Carbonaceous,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
35,irregular,1.42,2.5,Carbonaceous,N-rich,Carbonaceous,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
36,irregular,1.41,2.5,N-rich,,N-rich,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
37,irregular,1.66,2.5,N-rich,,N-rich,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
38,irregular,0.993,1,N-rich,,N-rich,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
39,irregular,1.43,2.5,Carbonaceous,N-rich,Carbonaceous,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
40,irregular,1.17,2.5,Carbonaceous,N-rich,Carbonaceous,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
41,cluster,1.15,2.5,Carbonaceous,N-rich,Carbonaceous,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
42,irregular,1.53,2.5,N-rich,,N-rich,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
43,irregular,2.03,2.5,Carbonaceous,N-rich,Carbonaceous,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
44,irregular,3.03,4,N-rich,,N-rich,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
45,irregular,2.64,4,Mineral,,Mineral,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
46,irregular,1.07,2.5,Carbonaceous,N-rich,Carbonaceous,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
47,irregular,1.41,2.5,Carbonaceous,Mineral,Carbonaceous,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
48,irregular,0.999,1,Carbonaceous,N-rich,Carbonaceous,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
49,irregular,1.29,2.5,Carbonaceous,N-rich,Carbonaceous,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
50,cluster,1.1,2.5,Carbonaceous,N-rich,Carbonaceous,"7. Ulanbatar (12.22, event)",7,Ulanbatar,2020,12,22,Event
1,irregular,2.35,2.5,Carbonaceous,N-rich,Carbonaceous,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
2,irregular,2.01,2.5,N-rich,,N-rich,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
3,irregular,1.16,2.5,N-rich,,N-rich,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
4,irregular,1.39,2.5,Carbonaceous,N-rich,Carbonaceous,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
5,cluster,0.909,1,Carbonaceous,N-rich,Carbonaceous,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
6,irregular,1.66,2.5,Carbonaceous,Mineral,Carbonaceous,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
7,irregular,1.87,2.5,Calcium Sulfate,,Others,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
8,irregular,2.89,4,Transition metal,,Transition metal,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
9,cluster,1.71,2.5,Carbonaceous,N-rich,Carbonaceous,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
10,cluster,1.47,2.5,Carbonaceous,N-rich,Carbonaceous,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
11,irregular,1.21,2.5,Carbonaceous,N-rich,Carbonaceous,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
12,irregular,2.36,2.5,Carbonaceous,N-rich,Carbonaceous,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
13,irregular,1.21,2.5,N-rich,,N-rich,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
14,irregular,1.17,2.5,Carbonaceous,N-rich,Carbonaceous,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
15,cluster,1.84,2.5,Carbonaceous,N-rich,Carbonaceous,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
16,irregular,1.63,2.5,N-rich,,N-rich,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
17,irregular,1.92,2.5,Carbonaceous,N-rich,Carbonaceous,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
18,spherical,1.07,2.5,Carbonaceous,N-rich,Carbonaceous,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
19,irregular,1.21,2.5,Carbonaceous,N-rich,Carbonaceous,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
20,irregular,0.632,1,N-rich,,N-rich,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
21,irregular,0.918,1,Carbonaceous,N-rich,Carbonaceous,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
22,irregular,1.31,2.5,N-rich,,N-rich,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
